feature,coefficient
team_prior_avg_goals_for,0.49594530857215074
opp_prior_avg_goals_for,-0.44585590929852026
opp_prior_matches_played,-0.3758427951578533
team_prior_avg_goals_against,-0.35215880869181526
team_prior_matches_played,0.3519141208539444
is_host,0.3193136206249007
opp_prior_avg_goals_against,0.28400280757488633
tournament_stage_order,0.20551570206735054
team_prior_win_rate,-0.1946868549425475
opp_prior_win_rate,0.1576336772612046
