match_id,world_cup_year,host_country,date,stage,round_raw,group,team1,team2,halftime_score_team1,halftime_score_team2,fulltime_score_team1,fulltime_score_team2,extra_time_score_team1,extra_time_score_team2,penalty_score_team1,penalty_score_team2,winner,result_method,stadium,city,is_historical_entity,has_halftime_data,went_to_extra_time,went_to_penalties,is_walkover,total_goals_match,goal_difference,is_draw,team1_result,team2_result,tournament_stage_order
271,1974,West Germany,1974-07-07,Final,Final,,Netherlands,West Germany,,,1,2,,,,,West Germany,Normal Time,Olympiastadion,München,True,False,False,False,False,3,1,False,Loss,Win,7
272,1978,Argentina,1978-06-02,Group Stage,Matchday 1,Group 1,Argentina,Hungary,,,2,1,,,,,Argentina,Normal Time,Estadio Monumental,Buenos Aires,False,False,False,False,False,3,1,False,Win,Loss,1
273,1978,Argentina,1978-06-02,Group Stage,Matchday 1,Group 1,Italy,France,,,2,1,,,,,Italy,Normal Time,Estadio José María Minella,Mar del Plata,False,False,False,False,False,3,1,False,Win,Loss,1
274,1978,Argentina,1978-06-06,Group Stage,Matchday 2,Group 1,Argentina,France,,,2,1,,,,,Argentina,Normal Time,Estadio Monumental,Buenos Aires,False,False,False,False,False,3,1,False,Win,Loss,1
275,1978,Argentina,1978-06-06,Group Stage,Matchday 2,Group 1,Italy,Hungary,,,3,1,,,,,Italy,Normal Time,Estadio José María Minella,Mar del Plata,False,False,False,False,False,4,2,False,Win,Loss,1
276,1978,Argentina,1978-06-10,Group Stage,Matchday 3,Group 1,Argentina,Italy,,,0,1,,,,,Italy,Normal Time,Estadio Monumental,Buenos Aires,False,False,False,False,False,1,1,False,Loss,Win,1
277,1978,Argentina,1978-06-10,Group Stage,Matchday 3,Group 1,France,Hungary,,,3,1,,,,,France,Normal Time,Estadio José María Minella,Mar del Plata,False,False,False,False,False,4,2,False,Win,Loss,1
278,1978,Argentina,1978-06-01,Group Stage,Matchday 1,Group 2,West Germany,Poland,,,0,0,,,,,Draw,Draw,Estadio Monumental,Buenos Aires,True,False,False,False,False,0,0,True,Draw,Draw,1
279,1978,Argentina,1978-06-02,Group Stage,Matchday 1,Group 2,Tunisia,Mexico,,,3,1,,,,,Tunisia,Normal Time,Estadio Gigante de Arroyito,Rosario,False,False,False,False,False,4,2,False,Win,Loss,1
280,1978,Argentina,1978-06-06,Group Stage,Matchday 2,Group 2,Poland,Tunisia,,,1,0,,,,,Poland,Normal Time,Estadio Gigante de Arroyito,Rosario,False,False,False,False,False,1,1,False,Win,Loss,1
281,1978,Argentina,1978-06-06,Group Stage,Matchday 2,Group 2,West Germany,Mexico,,,6,0,,,,,West Germany,Normal Time,Estadio Chateau Carreras,Córdoba,True,False,False,False,False,6,6,False,Win,Loss,1
282,1978,Argentina,1978-06-10,Group Stage,Matchday 3,Group 2,Poland,Mexico,,,3,1,,,,,Poland,Normal Time,Estadio Gigante de Arroyito,Rosario,False,False,False,False,False,4,2,False,Win,Loss,1
283,1978,Argentina,1978-06-10,Group Stage,Matchday 3,Group 2,West Germany,Tunisia,,,0,0,,,,,Draw,Draw,Estadio Olímpico Chateau Carreras,Córdoba,True,False,False,False,False,0,0,True,Draw,Draw,1
284,1978,Argentina,1978-06-03,Group Stage,Matchday 1,Group 3,Austria,Spain,,,2,1,,,,,Austria,Normal Time,Estadio José Amalfitani,Buenos Aires,False,False,False,False,False,3,1,False,Win,Loss,1
285,1978,Argentina,1978-06-03,Group Stage,Matchday 1,Group 3,Brazil,Sweden,,,1,1,,,,,Draw,Draw,Estadio José Maria Minella,Mar del Plata,False,False,False,False,False,2,0,True,Draw,Draw,1
286,1978,Argentina,1978-06-07,Group Stage,Matchday 2,Group 3,Austria,Sweden,,,1,0,,,,,Austria,Normal Time,Estadio José Amalfitani,Buenos Aires,False,False,False,False,False,1,1,False,Win,Loss,1
287,1978,Argentina,1978-06-07,Group Stage,Matchday 2,Group 3,Brazil,Spain,,,0,0,,,,,Draw,Draw,Estadio José Maria Minella,Mar del Plata,False,False,False,False,False,0,0,True,Draw,Draw,1
288,1978,Argentina,1978-06-11,Group Stage,Matchday 3,Group 3,Spain,Sweden,,,1,0,,,,,Spain,Normal Time,Estadio José Amalfitani,Buenos Aires,False,False,False,False,False,1,1,False,Win,Loss,1
289,1978,Argentina,1978-06-11,Group Stage,Matchday 3,Group 3,Brazil,Austria,,,1,0,,,,,Brazil,Normal Time,Estadio José Maria Minella,Mar del Plata,False,False,False,False,False,1,1,False,Win,Loss,1
290,1978,Argentina,1978-06-03,Group Stage,Matchday 1,Group 4,Peru,Scotland,,,3,1,,,,,Peru,Normal Time,Estadio Chateau Carreras,Córdoba,False,False,False,False,False,4,2,False,Win,Loss,1
291,1978,Argentina,1978-06-03,Group Stage,Matchday 1,Group 4,Netherlands,Iran,,,3,0,,,,,Netherlands,Normal Time,Estadio Ciudad de Mendoza,Mendoza,False,False,False,False,False,3,3,False,Win,Loss,1
292,1978,Argentina,1978-06-07,Group Stage,Matchday 2,Group 4,Scotland,Iran,,,1,1,,,,,Draw,Draw,Estadio Chateau Carreras,Córdoba,False,False,False,False,False,2,0,True,Draw,Draw,1
293,1978,Argentina,1978-06-07,Group Stage,Matchday 2,Group 4,Netherlands,Peru,,,0,0,,,,,Draw,Draw,Estadio Ciudad de Mendoza,Mendoza,False,False,False,False,False,0,0,True,Draw,Draw,1
294,1978,Argentina,1978-06-11,Group Stage,Matchday 3,Group 4,Peru,Iran,,,4,1,,,,,Peru,Normal Time,Estadio Chateau Carreras,Córdoba,False,False,False,False,False,5,3,False,Win,Loss,1
295,1978,Argentina,1978-06-11,Group Stage,Matchday 3,Group 4,Scotland,Netherlands,,,3,2,,,,,Scotland,Normal Time,Estadio Ciudad de Mendoza,Mendoza,False,False,False,False,False,5,1,False,Win,Loss,1
296,1978,Argentina,1978-06-14,Group Stage,Matchday 4,Group A,Italy,West Germany,,,0,0,,,,,Draw,Draw,Estadio Monumental,Buenos Aires,True,False,False,False,False,0,0,True,Draw,Draw,1
297,1978,Argentina,1978-06-14,Group Stage,Matchday 4,Group A,Austria,Netherlands,,,1,5,,,,,Netherlands,Normal Time,Estadio Chateau Carreras,Córdoba,False,False,False,False,False,6,4,False,Loss,Win,1
298,1978,Argentina,1978-06-18,Group Stage,Matchday 5,Group A,Italy,Austria,,,1,0,,,,,Italy,Normal Time,Estadio Monumental,Buenos Aires,False,False,False,False,False,1,1,False,Win,Loss,1
299,1978,Argentina,1978-06-18,Group Stage,Matchday 5,Group A,Netherlands,West Germany,,,2,2,,,,,Draw,Draw,Estadio Chateau Carreras,Córdoba,True,False,False,False,False,4,0,True,Draw,Draw,1
300,1978,Argentina,1978-06-21,Group Stage,Matchday 6,Group A,Italy,Netherlands,,,1,2,,,,,Netherlands,Normal Time,Estadio Monumental,Buenos Aires,False,False,False,False,False,3,1,False,Loss,Win,1
301,1978,Argentina,1978-06-21,Group Stage,Matchday 6,Group A,Austria,West Germany,,,3,2,,,,,Austria,Normal Time,Estadio Chateau Carreras,Córdoba,True,False,False,False,False,5,1,False,Win,Loss,1
302,1978,Argentina,1978-06-14,Group Stage,Matchday 4,Group B,Argentina,Poland,,,2,0,,,,,Argentina,Normal Time,Estadio Gigante de Arroyito,Rosario,False,False,False,False,False,2,2,False,Win,Loss,1
303,1978,Argentina,1978-06-14,Group Stage,Matchday 4,Group B,Peru,Brazil,,,0,3,,,,,Brazil,Normal Time,Estadio Ciudad de Mendoza,Mendoza,False,False,False,False,False,3,3,False,Loss,Win,1
304,1978,Argentina,1978-06-18,Group Stage,Matchday 5,Group B,Argentina,Brazil,,,0,0,,,,,Draw,Draw,Estadio Gigante de Arroyito,Rosario,False,False,False,False,False,0,0,True,Draw,Draw,1
305,1978,Argentina,1978-06-18,Group Stage,Matchday 5,Group B,Peru,Poland,,,0,1,,,,,Poland,Normal Time,Estadio Ciudad de Mendoza,Mendoza,False,False,False,False,False,1,1,False,Loss,Win,1
306,1978,Argentina,1978-06-21,Group Stage,Matchday 6,Group B,Argentina,Peru,,,6,0,,,,,Argentina,Normal Time,Estadio Gigante de Arroyito,Rosario,False,False,False,False,False,6,6,False,Win,Loss,1
307,1978,Argentina,1978-06-21,Group Stage,Matchday 6,Group B,Poland,Brazil,,,1,3,,,,,Brazil,Normal Time,Estadio Ciudad de Mendoza,Mendoza,False,False,False,False,False,4,2,False,Loss,Win,1
308,1978,Argentina,1978-06-24,Third Place Play-off,Third place match,,Brazil,Italy,,,2,1,,,,,Brazil,Normal Time,Estadio Monumental,Buenos Aires,False,False,False,False,False,3,1,False,Win,Loss,6
309,1978,Argentina,1978-06-25,Final,Final,,Netherlands,Argentina,,,1,1,1,3,,,Argentina,Extra Time,Estadio Monumental,Buenos Aires,False,False,True,False,False,2,0,False,Loss,Win,7
310,1982,Spain,1982-06-14,Group Stage,Matchday 1,Group 1,Italy,Poland,,,0,0,,,,,Draw,Draw,Balaídos,Vigo,False,False,False,False,False,0,0,True,Draw,Draw,1
311,1982,Spain,1982-06-15,Group Stage,Matchday 1,Group 1,Peru,Cameroon,,,0,0,,,,,Draw,Draw,Estadio de Riazor,A Coruña,False,False,False,False,False,0,0,True,Draw,Draw,1
312,1982,Spain,1982-06-18,Group Stage,Matchday 2,Group 1,Italy,Peru,,,1,1,,,,,Draw,Draw,Balaídos,Vigo,False,False,False,False,False,2,0,True,Draw,Draw,1
313,1982,Spain,1982-06-19,Group Stage,Matchday 2,Group 1,Poland,Cameroon,,,0,0,,,,,Draw,Draw,Estadio de Riazor,A Coruña,False,False,False,False,False,0,0,True,Draw,Draw,1
314,1982,Spain,1982-06-22,Group Stage,Matchday 3,Group 1,Poland,Peru,,,5,1,,,,,Poland,Normal Time,Estadio de Riazor,A Coruña,False,False,False,False,False,6,4,False,Win,Loss,1
315,1982,Spain,1982-06-23,Group Stage,Matchday 3,Group 1,Italy,Cameroon,,,1,1,,,,,Draw,Draw,Balaídos,Vigo,False,False,False,False,False,2,0,True,Draw,Draw,1
316,1982,Spain,1982-06-16,Group Stage,Matchday 1,Group 2,West Germany,Algeria,,,1,2,,,,,Algeria,Normal Time,El Molinón,Gijón,True,False,False,False,False,3,1,False,Loss,Win,1
317,1982,Spain,1982-06-17,Group Stage,Matchday 1,Group 2,Chile,Austria,,,0,1,,,,,Austria,Normal Time,Estadio Carlos Tartiere,Oviedo,False,False,False,False,False,1,1,False,Loss,Win,1
318,1982,Spain,1982-06-20,Group Stage,Matchday 2,Group 2,West Germany,Chile,,,4,1,,,,,West Germany,Normal Time,El Molinón,Gijón,True,False,False,False,False,5,3,False,Win,Loss,1
319,1982,Spain,1982-06-21,Group Stage,Matchday 2,Group 2,Algeria,Austria,,,0,2,,,,,Austria,Normal Time,Estadio Carlos Tartiere,Oviedo,False,False,False,False,False,2,2,False,Loss,Win,1
320,1982,Spain,1982-06-24,Group Stage,Matchday 3,Group 2,Algeria,Chile,,,3,2,,,,,Algeria,Normal Time,Estadio Carlos Tartiere,Oviedo,False,False,False,False,False,5,1,False,Win,Loss,1
321,1982,Spain,1982-06-25,Group Stage,Matchday 3,Group 2,West Germany,Austria,,,1,0,,,,,West Germany,Normal Time,El Molinón,Gijón,True,False,False,False,False,1,1,False,Win,Loss,1
322,1982,Spain,1982-06-13,Group Stage,Matchday 1,Group 3,Argentina,Belgium,,,0,1,,,,,Belgium,Normal Time,Camp Nou,Barcelona,False,False,False,False,False,1,1,False,Loss,Win,1
323,1982,Spain,1982-06-15,Group Stage,Matchday 1,Group 3,Hungary,El Salvador,,,10,1,,,,,Hungary,Normal Time,Nuevo Estadio,Elche,False,False,False,False,False,11,9,False,Win,Loss,1
324,1982,Spain,1982-06-18,Group Stage,Matchday 2,Group 3,Argentina,Hungary,,,4,1,,,,,Argentina,Normal Time,Estadio José Rico Pérez,Alicante,False,False,False,False,False,5,3,False,Win,Loss,1
325,1982,Spain,1982-06-19,Group Stage,Matchday 2,Group 3,Belgium,El Salvador,,,1,0,,,,,Belgium,Normal Time,Nuevo Estadio,Elche,False,False,False,False,False,1,1,False,Win,Loss,1
326,1982,Spain,1982-06-22,Group Stage,Matchday 3,Group 3,Belgium,Hungary,,,1,1,,,,,Draw,Draw,Nuevo Estadio,Elche,False,False,False,False,False,2,0,True,Draw,Draw,1
327,1982,Spain,1982-06-23,Group Stage,Matchday 3,Group 3,Argentina,El Salvador,,,2,0,,,,,Argentina,Normal Time,Estadio José Rico Pérez,Alicante,False,False,False,False,False,2,2,False,Win,Loss,1
328,1982,Spain,1982-06-16,Group Stage,Matchday 1,Group 4,England,France,,,3,1,,,,,England,Normal Time,Estadio San Mamés,Bilbao,False,False,False,False,False,4,2,False,Win,Loss,1
329,1982,Spain,1982-06-17,Group Stage,Matchday 1,Group 4,Czechoslovakia,Kuwait,,,1,1,,,,,Draw,Draw,Estadio José Zorrilla,Valladolid,True,False,False,False,False,2,0,True,Draw,Draw,1
330,1982,Spain,1982-06-20,Group Stage,Matchday 2,Group 4,England,Czechoslovakia,,,2,0,,,,,England,Normal Time,Estadio San Mamés,Bilbao,True,False,False,False,False,2,2,False,Win,Loss,1
331,1982,Spain,1982-06-21,Group Stage,Matchday 2,Group 4,France,Kuwait,,,4,1,,,,,France,Normal Time,Estadio José Zorrilla,Valladolid,False,False,False,False,False,5,3,False,Win,Loss,1
332,1982,Spain,1982-06-24,Group Stage,Matchday 3,Group 4,France,Czechoslovakia,,,1,1,,,,,Draw,Draw,Estadio José Zorrilla,Valladolid,True,False,False,False,False,2,0,True,Draw,Draw,1
333,1982,Spain,1982-06-25,Group Stage,Matchday 3,Group 4,England,Kuwait,,,1,0,,,,,England,Normal Time,Estadio San Mamés,Bilbao,False,False,False,False,False,1,1,False,Win,Loss,1
334,1982,Spain,1982-06-16,Group Stage,Matchday 1,Group 5,Spain,Honduras,,,1,1,,,,,Draw,Draw,Estadio Luis Casanova,Valencia,False,False,False,False,False,2,0,True,Draw,Draw,1
335,1982,Spain,1982-06-17,Group Stage,Matchday 1,Group 5,Yugoslavia,Northern Ireland,,,0,0,,,,,Draw,Draw,La Romareda,Zaragoza,True,False,False,False,False,0,0,True,Draw,Draw,1
336,1982,Spain,1982-06-20,Group Stage,Matchday 2,Group 5,Spain,Yugoslavia,,,2,1,,,,,Spain,Normal Time,Estadio Luis Casanova,Valencia,True,False,False,False,False,3,1,False,Win,Loss,1
337,1982,Spain,1982-06-21,Group Stage,Matchday 2,Group 5,Honduras,Northern Ireland,,,1,1,,,,,Draw,Draw,La Romareda,Zaragoza,False,False,False,False,False,2,0,True,Draw,Draw,1
338,1982,Spain,1982-06-24,Group Stage,Matchday 3,Group 5,Honduras,Yugoslavia,,,0,1,,,,,Yugoslavia,Normal Time,La Romareda,Zaragoza,True,False,False,False,False,1,1,False,Loss,Win,1
339,1982,Spain,1982-06-25,Group Stage,Matchday 3,Group 5,Spain,Northern Ireland,,,0,1,,,,,Northern Ireland,Normal Time,Estadio Luis Casanova,Valencia,False,False,False,False,False,1,1,False,Loss,Win,1
340,1982,Spain,1982-06-14,Group Stage,Matchday 1,Group 6,Brazil,Soviet Union,,,2,1,,,,,Brazil,Normal Time,Estadio Ramón Sánchez Pizjuán,Seville,True,False,False,False,False,3,1,False,Win,Loss,1
341,1982,Spain,1982-06-15,Group Stage,Matchday 1,Group 6,Scotland,New Zealand,,,5,2,,,,,Scotland,Normal Time,Estadio La Rosaleda,Málaga,False,False,False,False,False,7,3,False,Win,Loss,1
342,1982,Spain,1982-06-18,Group Stage,Matchday 2,Group 6,Brazil,Scotland,,,4,1,,,,,Brazil,Normal Time,Estadio Benito Villamarín,Seville,False,False,False,False,False,5,3,False,Win,Loss,1
343,1982,Spain,1982-06-19,Group Stage,Matchday 2,Group 6,Soviet Union,New Zealand,,,3,0,,,,,Soviet Union,Normal Time,Estadio La Rosaleda,Málaga,True,False,False,False,False,3,3,False,Win,Loss,1
344,1982,Spain,1982-06-22,Group Stage,Matchday 3,Group 6,Soviet Union,Scotland,,,2,2,,,,,Draw,Draw,Estadio La Rosaleda,Málaga,True,False,False,False,False,4,0,True,Draw,Draw,1
345,1982,Spain,1982-06-23,Group Stage,Matchday 3,Group 6,Brazil,New Zealand,,,4,0,,,,,Brazil,Normal Time,Estadio Benito Villamarín,Seville,False,False,False,False,False,4,4,False,Win,Loss,1
346,1982,Spain,1982-06-28,Group Stage,Matchday 4,Group A,Poland,Belgium,,,3,0,,,,,Poland,Normal Time,Camp Nou,Barcelona,False,False,False,False,False,3,3,False,Win,Loss,1
347,1982,Spain,1982-07-01,Group Stage,Matchday 5,Group A,Belgium,Soviet Union,,,0,1,,,,,Soviet Union,Normal Time,Camp Nou,Barcelona,True,False,False,False,False,1,1,False,Loss,Win,1
348,1982,Spain,1982-07-04,Group Stage,Matchday 6,Group A,Soviet Union,Poland,,,0,0,,,,,Draw,Draw,Camp Nou,Barcelona,True,False,False,False,False,0,0,True,Draw,Draw,1
349,1982,Spain,1982-06-29,Group Stage,Matchday 4,Group B,West Germany,England,,,0,0,,,,,Draw,Draw,Estadio Santiago Bernabéu,Madrid,True,False,False,False,False,0,0,True,Draw,Draw,1
350,1982,Spain,1982-07-02,Group Stage,Matchday 5,Group B,West Germany,Spain,,,2,1,,,,,West Germany,Normal Time,Estadio Santiago Bernabéu,Madrid,True,False,False,False,False,3,1,False,Win,Loss,1
351,1982,Spain,1982-07-05,Group Stage,Matchday 6,Group B,Spain,England,,,0,0,,,,,Draw,Draw,Estadio Santiago Bernabéu,Madrid,False,False,False,False,False,0,0,True,Draw,Draw,1
352,1982,Spain,1982-06-29,Group Stage,Matchday 4,Group C,Italy,Argentina,,,2,1,,,,,Italy,Normal Time,Estadio Sarriá,Barcelona,False,False,False,False,False,3,1,False,Win,Loss,1
353,1982,Spain,1982-07-02,Group Stage,Matchday 5,Group C,Argentina,Brazil,,,1,3,,,,,Brazil,Normal Time,Estadio Sarriá,Barcelona,False,False,False,False,False,4,2,False,Loss,Win,1
354,1982,Spain,1982-07-05,Group Stage,Matchday 6,Group C,Italy,Brazil,,,3,2,,,,,Italy,Normal Time,Estadio Sarriá,Barcelona,False,False,False,False,False,5,1,False,Win,Loss,1
355,1982,Spain,1982-06-28,Group Stage,Matchday 4,Group D,Austria,France,,,0,1,,,,,France,Normal Time,Estadio Vicente Calderón,Madrid,False,False,False,False,False,1,1,False,Loss,Win,1
356,1982,Spain,1982-07-01,Group Stage,Matchday 5,Group D,Austria,Northern Ireland,,,2,2,,,,,Draw,Draw,Estadio Vicente Calderón,Madrid,False,False,False,False,False,4,0,True,Draw,Draw,1
357,1982,Spain,1982-07-04,Group Stage,Matchday 6,Group D,Northern Ireland,France,,,1,4,,,,,France,Normal Time,Estadio Vicente Calderón,Madrid,False,False,False,False,False,5,3,False,Loss,Win,1
358,1982,Spain,1982-07-08,Semi-final,Semi-finals,,Poland,Italy,,,0,2,,,,,Italy,Normal Time,Camp Nou,Barcelona,False,False,False,False,False,2,2,False,Loss,Win,5
359,1982,Spain,1982-07-08,Semi-final,Semi-finals,,West Germany,France,,,1,1,3,3,5,4,West Germany,Penalties,Estadio Ramón Sánchez Pizjuán,Seville,True,False,True,True,False,2,0,False,Win,Loss,5
360,1982,Spain,1982-07-10,Third Place Play-off,Third place match,,Poland,France,,,3,2,,,,,Poland,Normal Time,Estadio José Rico Pérez,Alicante,False,False,False,False,False,5,1,False,Win,Loss,6
361,1982,Spain,1982-07-11,Final,Final,,Italy,West Germany,,,3,1,,,,,Italy,Normal Time,Estadio Santiago Bernabéu,,True,False,False,False,False,4,2,False,Win,Loss,7
362,1986,Mexico,1986-05-31,Group Stage,Matchday 1,Group A,Bulgaria,Italy,,,1,1,,,,,Draw,Draw,Estadio Azteca,Mexico City,False,False,False,False,False,2,0,True,Draw,Draw,1
363,1986,Mexico,1986-06-02,Group Stage,Matchday 1,Group A,Argentina,South Korea,,,3,1,,,,,Argentina,Normal Time,Estadio Olímpico Universitario,Mexico City,False,False,False,False,False,4,2,False,Win,Loss,1
364,1986,Mexico,1986-06-05,Group Stage,Matchday 2,Group A,Italy,Argentina,,,1,1,,,,,Draw,Draw,Estadio Cuauhtémoc,Puebla,False,False,False,False,False,2,0,True,Draw,Draw,1
365,1986,Mexico,1986-06-05,Group Stage,Matchday 2,Group A,South Korea,Bulgaria,,,1,1,,,,,Draw,Draw,Estadio Olímpico Universitario,Mexico City,False,False,False,False,False,2,0,True,Draw,Draw,1
366,1986,Mexico,1986-06-10,Group Stage,Matchday 3,Group A,South Korea,Italy,,,2,3,,,,,Italy,Normal Time,Estadio Cuauhtémoc,Puebla,False,False,False,False,False,5,1,False,Loss,Win,1
367,1986,Mexico,1986-06-10,Group Stage,Matchday 3,Group A,Argentina,Bulgaria,,,2,0,,,,,Argentina,Normal Time,Estadio Olímpico Universitario,Mexico City,False,False,False,False,False,2,2,False,Win,Loss,1
368,1986,Mexico,1986-06-03,Group Stage,Matchday 1,Group B,Belgium,Mexico,,,1,2,,,,,Mexico,Normal Time,Estadio Azteca,Mexico City,False,False,False,False,False,3,1,False,Loss,Win,1
369,1986,Mexico,1986-06-04,Group Stage,Matchday 1,Group B,Paraguay,Iraq,,,1,0,,,,,Paraguay,Normal Time,Estadio Nemesio Díez,Toluca,False,False,False,False,False,1,1,False,Win,Loss,1
370,1986,Mexico,1986-06-07,Group Stage,Matchday 2,Group B,Mexico,Paraguay,,,1,1,,,,,Draw,Draw,Estadio Azteca,Mexico City,False,False,False,False,False,2,0,True,Draw,Draw,1
371,1986,Mexico,1986-06-08,Group Stage,Matchday 2,Group B,Iraq,Belgium,,,1,2,,,,,Belgium,Normal Time,Estadio Nemesio Díez,Toluca,False,False,False,False,False,3,1,False,Loss,Win,1
372,1986,Mexico,1986-06-11,Group Stage,Matchday 3,Group B,Iraq,Mexico,,,0,1,,,,,Mexico,Normal Time,Estadio Azteca,Mexico City,False,False,False,False,False,1,1,False,Loss,Win,1
373,1986,Mexico,1986-06-11,Group Stage,Matchday 3,Group B,Paraguay,Belgium,,,2,2,,,,,Draw,Draw,Estadio Nemesio Díez,Toluca,False,False,False,False,False,4,0,True,Draw,Draw,1
374,1986,Mexico,1986-06-01,Group Stage,Matchday 1,Group C,Canada,France,,,0,1,,,,,France,Normal Time,Estadio Nou Camp,León,False,False,False,False,False,1,1,False,Loss,Win,1
375,1986,Mexico,1986-06-02,Group Stage,Matchday 1,Group C,Soviet Union,Hungary,,,6,0,,,,,Soviet Union,Normal Time,Estadio Sergio León Chavez,Irapuato,True,False,False,False,False,6,6,False,Win,Loss,1
376,1986,Mexico,1986-06-05,Group Stage,Matchday 2,Group C,France,Soviet Union,,,1,1,,,,,Draw,Draw,Estadio Nou Camp,León,True,False,False,False,False,2,0,True,Draw,Draw,1
377,1986,Mexico,1986-06-06,Group Stage,Matchday 2,Group C,Hungary,Canada,,,2,0,,,,,Hungary,Normal Time,Estadio Sergio León Chavez,Irapuato,False,False,False,False,False,2,2,False,Win,Loss,1
378,1986,Mexico,1986-06-09,Group Stage,Matchday 3,Group C,Hungary,France,,,0,3,,,,,France,Normal Time,Estadio Nou Camp,León,False,False,False,False,False,3,3,False,Loss,Win,1
379,1986,Mexico,1986-06-09,Group Stage,Matchday 3,Group C,Soviet Union,Canada,,,2,0,,,,,Soviet Union,Normal Time,Estadio Sergio León Chavez,Irapuato,True,False,False,False,False,2,2,False,Win,Loss,1
380,1986,Mexico,1986-06-01,Group Stage,Matchday 1,Group D,Spain,Brazil,,,0,1,,,,,Brazil,Normal Time,Estadio Jalisco,Guadalajara,False,False,False,False,False,1,1,False,Loss,Win,1
381,1986,Mexico,1986-06-03,Group Stage,Matchday 1,Group D,Algeria,Northern Ireland,,,1,1,,,,,Draw,Draw,Estadio Tres de Marzo,Guadalajara,False,False,False,False,False,2,0,True,Draw,Draw,1
382,1986,Mexico,1986-06-06,Group Stage,Matchday 2,Group D,Brazil,Algeria,,,1,0,,,,,Brazil,Normal Time,Estadio Jalisco,Guadalajara,False,False,False,False,False,1,1,False,Win,Loss,1
383,1986,Mexico,1986-06-07,Group Stage,Matchday 2,Group D,Northern Ireland,Spain,,,1,2,,,,,Spain,Normal Time,Estadio Tres de Marzo,Guadalajara,False,False,False,False,False,3,1,False,Loss,Win,1
384,1986,Mexico,1986-06-12,Group Stage,Matchday 3,Group D,Northern Ireland,Brazil,,,0,3,,,,,Brazil,Normal Time,Estadio Jalisco,Guadalajara,False,False,False,False,False,3,3,False,Loss,Win,1
385,1986,Mexico,1986-06-12,Group Stage,Matchday 3,Group D,Algeria,Spain,,,0,3,,,,,Spain,Normal Time,Estadio Tecnológico,Monterrey,False,False,False,False,False,3,3,False,Loss,Win,1
386,1986,Mexico,1986-06-04,Group Stage,Matchday 1,Group E,Uruguay,West Germany,,,1,1,,,,,Draw,Draw,Estadio La Corregidora,Querétaro,True,False,False,False,False,2,0,True,Draw,Draw,1
387,1986,Mexico,1986-06-04,Group Stage,Matchday 1,Group E,Scotland,Denmark,,,0,1,,,,,Denmark,Normal Time,Estadio Neza 86,Nezahualcóyotl,False,False,False,False,False,1,1,False,Loss,Win,1
388,1986,Mexico,1986-06-08,Group Stage,Matchday 2,Group E,West Germany,Scotland,,,2,1,,,,,West Germany,Normal Time,Estadio La Corregidora,Querétaro,True,False,False,False,False,3,1,False,Win,Loss,1
389,1986,Mexico,1986-06-08,Group Stage,Matchday 2,Group E,Denmark,Uruguay,,,6,1,,,,,Denmark,Normal Time,Estadio Neza 86,Nezahualcóyotl,False,False,False,False,False,7,5,False,Win,Loss,1
390,1986,Mexico,1986-06-13,Group Stage,Matchday 3,Group E,Denmark,West Germany,,,2,0,,,,,Denmark,Normal Time,Estadio La Corregidora,Querétaro,True,False,False,False,False,2,2,False,Win,Loss,1
391,1986,Mexico,1986-06-13,Group Stage,Matchday 3,Group E,Scotland,Uruguay,,,0,0,,,,,Draw,Draw,Estadio Neza 86,Nezahualcóyotl,False,False,False,False,False,0,0,True,Draw,Draw,1
392,1986,Mexico,1986-06-02,Group Stage,Matchday 1,Group F,Morocco,Poland,,,0,0,,,,,Draw,Draw,Estadio Universitario,Monterrey,False,False,False,False,False,0,0,True,Draw,Draw,1
393,1986,Mexico,1986-06-03,Group Stage,Matchday 1,Group F,Portugal,England,,,1,0,,,,,Portugal,Normal Time,Estadio Tecnológico,Monterrey,False,False,False,False,False,1,1,False,Win,Loss,1
394,1986,Mexico,1986-06-06,Group Stage,Matchday 2,Group F,England,Morocco,,,0,0,,,,,Draw,Draw,Estadio Tecnológico,Monterrey,False,False,False,False,False,0,0,True,Draw,Draw,1
395,1986,Mexico,1986-06-07,Group Stage,Matchday 2,Group F,Poland,Portugal,,,1,0,,,,,Poland,Normal Time,Estadio Universitario,Monterrey,False,False,False,False,False,1,1,False,Win,Loss,1
396,1986,Mexico,1986-06-11,Group Stage,Matchday 3,Group F,Portugal,Morocco,,,1,3,,,,,Morocco,Normal Time,Estadio Tres de Marzo,Guadalajara,False,False,False,False,False,4,2,False,Loss,Win,1
397,1986,Mexico,1986-06-11,Group Stage,Matchday 3,Group F,England,Poland,,,3,0,,,,,England,Normal Time,Estadio Tecnológico,Monterrey,False,False,False,False,False,3,3,False,Win,Loss,1
398,1986,Mexico,1986-06-15,Round of 16,Round of 16,,Mexico,Bulgaria,,,2,0,,,,,Mexico,Normal Time,Estadio Azteca,Mexico City,False,False,False,False,False,2,2,False,Win,Loss,3
399,1986,Mexico,1986-06-15,Round of 16,Round of 16,,Soviet Union,Belgium,,,2,2,3,4,,,Belgium,Extra Time,Estadio Nou Camp,León,True,False,True,False,False,4,0,False,Loss,Win,3
400,1986,Mexico,1986-06-16,Round of 16,Round of 16,,Argentina,Uruguay,,,1,0,,,,,Argentina,Normal Time,Estadio Cuauhtémoc,Puebla,False,False,False,False,False,1,1,False,Win,Loss,3
