match_id,world_cup_year,host_country,date,stage,tournament_stage_order,group,result_method,is_walkover,went_to_extra_time,went_to_penalties,has_halftime_data,team,opponent,goals_for,goals_against,result,is_historical_entity
559,1998,France,1998-06-26,Group Stage,1,Group G,Normal Time,False,False,False,False,Colombia,England,0,2,Loss,False
559,1998,France,1998-06-26,Group Stage,1,Group G,Normal Time,False,False,False,False,England,Colombia,2,0,Win,False
560,1998,France,1998-06-14,Group Stage,1,Group H,Normal Time,False,False,False,False,Croatia,Jamaica,3,1,Win,False
560,1998,France,1998-06-14,Group Stage,1,Group H,Normal Time,False,False,False,False,Jamaica,Croatia,1,3,Loss,False
561,1998,France,1998-06-14,Group Stage,1,Group H,Normal Time,False,False,False,False,Argentina,Japan,1,0,Win,False
561,1998,France,1998-06-14,Group Stage,1,Group H,Normal Time,False,False,False,False,Japan,Argentina,0,1,Loss,False
562,1998,France,1998-06-20,Group Stage,1,Group H,Normal Time,False,False,False,False,Croatia,Japan,1,0,Win,False
562,1998,France,1998-06-20,Group Stage,1,Group H,Normal Time,False,False,False,False,Japan,Croatia,0,1,Loss,False
563,1998,France,1998-06-21,Group Stage,1,Group H,Normal Time,False,False,False,False,Argentina,Jamaica,5,0,Win,False
563,1998,France,1998-06-21,Group Stage,1,Group H,Normal Time,False,False,False,False,Jamaica,Argentina,0,5,Loss,False
564,1998,France,1998-06-26,Group Stage,1,Group H,Normal Time,False,False,False,False,Jamaica,Japan,2,1,Win,False
564,1998,France,1998-06-26,Group Stage,1,Group H,Normal Time,False,False,False,False,Japan,Jamaica,1,2,Loss,False
565,1998,France,1998-06-26,Group Stage,1,Group H,Normal Time,False,False,False,False,Argentina,Croatia,1,0,Win,False
565,1998,France,1998-06-26,Group Stage,1,Group H,Normal Time,False,False,False,False,Croatia,Argentina,0,1,Loss,False
566,1998,France,1998-06-27,Round of 16,3,,Normal Time,False,False,False,False,Brazil,Chile,4,1,Win,False
566,1998,France,1998-06-27,Round of 16,3,,Normal Time,False,False,False,False,Chile,Brazil,1,4,Loss,False
567,1998,France,1998-06-27,Round of 16,3,,Normal Time,False,False,False,False,Italy,Norway,1,0,Win,False
567,1998,France,1998-06-27,Round of 16,3,,Normal Time,False,False,False,False,Norway,Italy,0,1,Loss,False
568,1998,France,1998-06-28,Round of 16,3,,Normal Time,False,False,False,False,Denmark,Nigeria,4,1,Win,False
568,1998,France,1998-06-28,Round of 16,3,,Normal Time,False,False,False,False,Nigeria,Denmark,1,4,Loss,False
569,1998,France,1998-06-28,Round of 16,3,,Extra Time,False,True,False,False,France,Paraguay,0,0,Win,False
569,1998,France,1998-06-28,Round of 16,3,,Extra Time,False,True,False,False,Paraguay,France,0,0,Loss,False
570,1998,France,1998-06-29,Round of 16,3,,Normal Time,False,False,False,False,Germany,Mexico,2,1,Win,False
570,1998,France,1998-06-29,Round of 16,3,,Normal Time,False,False,False,False,Mexico,Germany,1,2,Loss,False
571,1998,France,1998-06-29,Round of 16,3,,Normal Time,False,False,False,False,Netherlands,Yugoslavia,2,1,Win,False
571,1998,France,1998-06-29,Round of 16,3,,Normal Time,False,False,False,False,Yugoslavia,Netherlands,1,2,Loss,True
572,1998,France,1998-06-30,Round of 16,3,,Penalties,False,True,True,False,Argentina,England,2,2,Win,False
572,1998,France,1998-06-30,Round of 16,3,,Penalties,False,True,True,False,England,Argentina,2,2,Loss,False
573,1998,France,1998-06-30,Round of 16,3,,Normal Time,False,False,False,False,Croatia,Romania,1,0,Win,False
573,1998,France,1998-06-30,Round of 16,3,,Normal Time,False,False,False,False,Romania,Croatia,0,1,Loss,False
574,1998,France,1998-07-03,Quarter-final,4,,Penalties,False,True,True,False,France,Italy,0,0,Win,False
574,1998,France,1998-07-03,Quarter-final,4,,Penalties,False,True,True,False,Italy,France,0,0,Loss,False
575,1998,France,1998-07-03,Quarter-final,4,,Normal Time,False,False,False,False,Brazil,Denmark,3,2,Win,False
575,1998,France,1998-07-03,Quarter-final,4,,Normal Time,False,False,False,False,Denmark,Brazil,2,3,Loss,False
576,1998,France,1998-07-04,Quarter-final,4,,Normal Time,False,False,False,False,Croatia,Germany,3,0,Win,False
576,1998,France,1998-07-04,Quarter-final,4,,Normal Time,False,False,False,False,Germany,Croatia,0,3,Loss,False
577,1998,France,1998-07-04,Quarter-final,4,,Normal Time,False,False,False,False,Argentina,Netherlands,1,2,Loss,False
577,1998,France,1998-07-04,Quarter-final,4,,Normal Time,False,False,False,False,Netherlands,Argentina,2,1,Win,False
578,1998,France,1998-07-07,Semi-final,5,,Penalties,False,True,True,False,Brazil,Netherlands,1,1,Win,False
578,1998,France,1998-07-07,Semi-final,5,,Penalties,False,True,True,False,Netherlands,Brazil,1,1,Loss,False
579,1998,France,1998-07-08,Semi-final,5,,Normal Time,False,False,False,False,Croatia,France,1,2,Loss,False
579,1998,France,1998-07-08,Semi-final,5,,Normal Time,False,False,False,False,France,Croatia,2,1,Win,False
580,1998,France,1998-07-11,Third Place Play-off,6,,Normal Time,False,False,False,False,Croatia,Netherlands,2,1,Win,False
580,1998,France,1998-07-11,Third Place Play-off,6,,Normal Time,False,False,False,False,Netherlands,Croatia,1,2,Loss,False
581,1998,France,1998-07-12,Final,7,,Normal Time,False,False,False,False,Brazil,France,0,3,Loss,False
581,1998,France,1998-07-12,Final,7,,Normal Time,False,False,False,False,France,Brazil,3,0,Win,False
582,2002,"South Korea, Japan",2002-05-31,Group Stage,1,Group A,Normal Time,False,False,False,False,France,Senegal,0,1,Loss,False
582,2002,"South Korea, Japan",2002-05-31,Group Stage,1,Group A,Normal Time,False,False,False,False,Senegal,France,1,0,Win,False
583,2002,"South Korea, Japan",2002-06-01,Group Stage,1,Group A,Normal Time,False,False,False,False,Denmark,Uruguay,2,1,Win,False
583,2002,"South Korea, Japan",2002-06-01,Group Stage,1,Group A,Normal Time,False,False,False,False,Uruguay,Denmark,1,2,Loss,False
584,2002,"South Korea, Japan",2002-06-06,Group Stage,1,Group A,Draw,False,False,False,False,France,Uruguay,0,0,Draw,False
584,2002,"South Korea, Japan",2002-06-06,Group Stage,1,Group A,Draw,False,False,False,False,Uruguay,France,0,0,Draw,False
585,2002,"South Korea, Japan",2002-06-06,Group Stage,1,Group A,Draw,False,False,False,False,Denmark,Senegal,1,1,Draw,False
585,2002,"South Korea, Japan",2002-06-06,Group Stage,1,Group A,Draw,False,False,False,False,Senegal,Denmark,1,1,Draw,False
586,2002,"South Korea, Japan",2002-06-11,Group Stage,1,Group A,Normal Time,False,False,False,False,Denmark,France,2,0,Win,False
586,2002,"South Korea, Japan",2002-06-11,Group Stage,1,Group A,Normal Time,False,False,False,False,France,Denmark,0,2,Loss,False
587,2002,"South Korea, Japan",2002-06-11,Group Stage,1,Group A,Draw,False,False,False,False,Senegal,Uruguay,3,3,Draw,False
587,2002,"South Korea, Japan",2002-06-11,Group Stage,1,Group A,Draw,False,False,False,False,Uruguay,Senegal,3,3,Draw,False
588,2002,"South Korea, Japan",2002-06-02,Group Stage,1,Group B,Draw,False,False,False,False,Paraguay,South Africa,2,2,Draw,False
588,2002,"South Korea, Japan",2002-06-02,Group Stage,1,Group B,Draw,False,False,False,False,South Africa,Paraguay,2,2,Draw,False
589,2002,"South Korea, Japan",2002-06-02,Group Stage,1,Group B,Normal Time,False,False,False,False,Slovenia,Spain,1,3,Loss,False
589,2002,"South Korea, Japan",2002-06-02,Group Stage,1,Group B,Normal Time,False,False,False,False,Spain,Slovenia,3,1,Win,False
590,2002,"South Korea, Japan",2002-06-07,Group Stage,1,Group B,Normal Time,False,False,False,False,Paraguay,Spain,1,3,Loss,False
590,2002,"South Korea, Japan",2002-06-07,Group Stage,1,Group B,Normal Time,False,False,False,False,Spain,Paraguay,3,1,Win,False
591,2002,"South Korea, Japan",2002-06-08,Group Stage,1,Group B,Normal Time,False,False,False,False,Slovenia,South Africa,0,1,Loss,False
591,2002,"South Korea, Japan",2002-06-08,Group Stage,1,Group B,Normal Time,False,False,False,False,South Africa,Slovenia,1,0,Win,False
592,2002,"South Korea, Japan",2002-06-12,Group Stage,1,Group B,Normal Time,False,False,False,False,South Africa,Spain,2,3,Loss,False
592,2002,"South Korea, Japan",2002-06-12,Group Stage,1,Group B,Normal Time,False,False,False,False,Spain,South Africa,3,2,Win,False
593,2002,"South Korea, Japan",2002-06-12,Group Stage,1,Group B,Normal Time,False,False,False,False,Paraguay,Slovenia,3,1,Win,False
593,2002,"South Korea, Japan",2002-06-12,Group Stage,1,Group B,Normal Time,False,False,False,False,Slovenia,Paraguay,1,3,Loss,False
594,2002,"South Korea, Japan",2002-06-03,Group Stage,1,Group C,Normal Time,False,False,False,False,Brazil,Turkey,2,1,Win,False
594,2002,"South Korea, Japan",2002-06-03,Group Stage,1,Group C,Normal Time,False,False,False,False,Turkey,Brazil,1,2,Loss,False
595,2002,"South Korea, Japan",2002-06-04,Group Stage,1,Group C,Normal Time,False,False,False,False,China,Costa Rica,0,2,Loss,False
595,2002,"South Korea, Japan",2002-06-04,Group Stage,1,Group C,Normal Time,False,False,False,False,Costa Rica,China,2,0,Win,False
596,2002,"South Korea, Japan",2002-06-08,Group Stage,1,Group C,Normal Time,False,False,False,False,Brazil,China,4,0,Win,False
596,2002,"South Korea, Japan",2002-06-08,Group Stage,1,Group C,Normal Time,False,False,False,False,China,Brazil,0,4,Loss,False
597,2002,"South Korea, Japan",2002-06-09,Group Stage,1,Group C,Draw,False,False,False,False,Costa Rica,Turkey,1,1,Draw,False
597,2002,"South Korea, Japan",2002-06-09,Group Stage,1,Group C,Draw,False,False,False,False,Turkey,Costa Rica,1,1,Draw,False
598,2002,"South Korea, Japan",2002-06-13,Group Stage,1,Group C,Normal Time,False,False,False,False,Brazil,Costa Rica,5,2,Win,False
598,2002,"South Korea, Japan",2002-06-13,Group Stage,1,Group C,Normal Time,False,False,False,False,Costa Rica,Brazil,2,5,Loss,False
599,2002,"South Korea, Japan",2002-06-13,Group Stage,1,Group C,Normal Time,False,False,False,False,China,Turkey,0,3,Loss,False
599,2002,"South Korea, Japan",2002-06-13,Group Stage,1,Group C,Normal Time,False,False,False,False,Turkey,China,3,0,Win,False
600,2002,"South Korea, Japan",2002-06-04,Group Stage,1,Group D,Normal Time,False,False,False,False,Poland,South Korea,0,2,Loss,False
600,2002,"South Korea, Japan",2002-06-04,Group Stage,1,Group D,Normal Time,False,False,False,False,South Korea,Poland,2,0,Win,False
601,2002,"South Korea, Japan",2002-06-05,Group Stage,1,Group D,Normal Time,False,False,False,False,Portugal,United States,2,3,Loss,False
601,2002,"South Korea, Japan",2002-06-05,Group Stage,1,Group D,Normal Time,False,False,False,False,United States,Portugal,3,2,Win,False
602,2002,"South Korea, Japan",2002-06-10,Group Stage,1,Group D,Draw,False,False,False,False,South Korea,United States,1,1,Draw,False
602,2002,"South Korea, Japan",2002-06-10,Group Stage,1,Group D,Draw,False,False,False,False,United States,South Korea,1,1,Draw,False
603,2002,"South Korea, Japan",2002-06-10,Group Stage,1,Group D,Normal Time,False,False,False,False,Poland,Portugal,0,4,Loss,False
603,2002,"South Korea, Japan",2002-06-10,Group Stage,1,Group D,Normal Time,False,False,False,False,Portugal,Poland,4,0,Win,False
604,2002,"South Korea, Japan",2002-06-14,Group Stage,1,Group D,Normal Time,False,False,False,False,Portugal,South Korea,0,1,Loss,False
604,2002,"South Korea, Japan",2002-06-14,Group Stage,1,Group D,Normal Time,False,False,False,False,South Korea,Portugal,1,0,Win,False
605,2002,"South Korea, Japan",2002-06-14,Group Stage,1,Group D,Normal Time,False,False,False,False,Poland,United States,3,1,Win,False
605,2002,"South Korea, Japan",2002-06-14,Group Stage,1,Group D,Normal Time,False,False,False,False,United States,Poland,1,3,Loss,False
606,2002,"South Korea, Japan",2002-06-01,Group Stage,1,Group E,Draw,False,False,False,False,Cameroon,Ireland,1,1,Draw,False
606,2002,"South Korea, Japan",2002-06-01,Group Stage,1,Group E,Draw,False,False,False,False,Ireland,Cameroon,1,1,Draw,False
607,2002,"South Korea, Japan",2002-06-01,Group Stage,1,Group E,Normal Time,False,False,False,False,Germany,Saudi Arabia,8,0,Win,False
607,2002,"South Korea, Japan",2002-06-01,Group Stage,1,Group E,Normal Time,False,False,False,False,Saudi Arabia,Germany,0,8,Loss,False
608,2002,"South Korea, Japan",2002-06-05,Group Stage,1,Group E,Draw,False,False,False,False,Germany,Ireland,1,1,Draw,False
608,2002,"South Korea, Japan",2002-06-05,Group Stage,1,Group E,Draw,False,False,False,False,Ireland,Germany,1,1,Draw,False
609,2002,"South Korea, Japan",2002-06-06,Group Stage,1,Group E,Normal Time,False,False,False,False,Cameroon,Saudi Arabia,1,0,Win,False
609,2002,"South Korea, Japan",2002-06-06,Group Stage,1,Group E,Normal Time,False,False,False,False,Saudi Arabia,Cameroon,0,1,Loss,False
610,2002,"South Korea, Japan",2002-06-11,Group Stage,1,Group E,Normal Time,False,False,False,False,Cameroon,Germany,0,2,Loss,False
610,2002,"South Korea, Japan",2002-06-11,Group Stage,1,Group E,Normal Time,False,False,False,False,Germany,Cameroon,2,0,Win,False
611,2002,"South Korea, Japan",2002-06-11,Group Stage,1,Group E,Normal Time,False,False,False,False,Ireland,Saudi Arabia,3,0,Win,False
611,2002,"South Korea, Japan",2002-06-11,Group Stage,1,Group E,Normal Time,False,False,False,False,Saudi Arabia,Ireland,0,3,Loss,False
612,2002,"South Korea, Japan",2002-06-02,Group Stage,1,Group F,Draw,False,False,False,False,England,Sweden,1,1,Draw,False
612,2002,"South Korea, Japan",2002-06-02,Group Stage,1,Group F,Draw,False,False,False,False,Sweden,England,1,1,Draw,False
613,2002,"South Korea, Japan",2002-06-02,Group Stage,1,Group F,Normal Time,False,False,False,False,Argentina,Nigeria,1,0,Win,False
613,2002,"South Korea, Japan",2002-06-02,Group Stage,1,Group F,Normal Time,False,False,False,False,Nigeria,Argentina,0,1,Loss,False
614,2002,"South Korea, Japan",2002-06-07,Group Stage,1,Group F,Normal Time,False,False,False,False,Nigeria,Sweden,1,2,Loss,False
614,2002,"South Korea, Japan",2002-06-07,Group Stage,1,Group F,Normal Time,False,False,False,False,Sweden,Nigeria,2,1,Win,False
615,2002,"South Korea, Japan",2002-06-07,Group Stage,1,Group F,Normal Time,False,False,False,False,Argentina,England,0,1,Loss,False
615,2002,"South Korea, Japan",2002-06-07,Group Stage,1,Group F,Normal Time,False,False,False,False,England,Argentina,1,0,Win,False
616,2002,"South Korea, Japan",2002-06-12,Group Stage,1,Group F,Draw,False,False,False,False,Argentina,Sweden,1,1,Draw,False
616,2002,"South Korea, Japan",2002-06-12,Group Stage,1,Group F,Draw,False,False,False,False,Sweden,Argentina,1,1,Draw,False
617,2002,"South Korea, Japan",2002-06-12,Group Stage,1,Group F,Draw,False,False,False,False,England,Nigeria,0,0,Draw,False
617,2002,"South Korea, Japan",2002-06-12,Group Stage,1,Group F,Draw,False,False,False,False,Nigeria,England,0,0,Draw,False
618,2002,"South Korea, Japan",2002-06-03,Group Stage,1,Group G,Normal Time,False,False,False,False,Croatia,Mexico,0,1,Loss,False
618,2002,"South Korea, Japan",2002-06-03,Group Stage,1,Group G,Normal Time,False,False,False,False,Mexico,Croatia,1,0,Win,False
619,2002,"South Korea, Japan",2002-06-03,Group Stage,1,Group G,Normal Time,False,False,False,False,Ecuador,Italy,0,2,Loss,False
619,2002,"South Korea, Japan",2002-06-03,Group Stage,1,Group G,Normal Time,False,False,False,False,Italy,Ecuador,2,0,Win,False
620,2002,"South Korea, Japan",2002-06-08,Group Stage,1,Group G,Normal Time,False,False,False,False,Croatia,Italy,2,1,Win,False
620,2002,"South Korea, Japan",2002-06-08,Group Stage,1,Group G,Normal Time,False,False,False,False,Italy,Croatia,1,2,Loss,False
621,2002,"South Korea, Japan",2002-06-09,Group Stage,1,Group G,Normal Time,False,False,False,False,Ecuador,Mexico,1,2,Loss,False
621,2002,"South Korea, Japan",2002-06-09,Group Stage,1,Group G,Normal Time,False,False,False,False,Mexico,Ecuador,2,1,Win,False
622,2002,"South Korea, Japan",2002-06-13,Group Stage,1,Group G,Draw,False,False,False,False,Italy,Mexico,1,1,Draw,False
622,2002,"South Korea, Japan",2002-06-13,Group Stage,1,Group G,Draw,False,False,False,False,Mexico,Italy,1,1,Draw,False
623,2002,"South Korea, Japan",2002-06-13,Group Stage,1,Group G,Normal Time,False,False,False,False,Croatia,Ecuador,0,1,Loss,False
623,2002,"South Korea, Japan",2002-06-13,Group Stage,1,Group G,Normal Time,False,False,False,False,Ecuador,Croatia,1,0,Win,False
624,2002,"South Korea, Japan",2002-06-04,Group Stage,1,Group H,Draw,False,False,False,False,Belgium,Japan,2,2,Draw,False
624,2002,"South Korea, Japan",2002-06-04,Group Stage,1,Group H,Draw,False,False,False,False,Japan,Belgium,2,2,Draw,False
625,2002,"South Korea, Japan",2002-06-05,Group Stage,1,Group H,Normal Time,False,False,False,False,Russia,Tunisia,2,0,Win,False
625,2002,"South Korea, Japan",2002-06-05,Group Stage,1,Group H,Normal Time,False,False,False,False,Tunisia,Russia,0,2,Loss,False
626,2002,"South Korea, Japan",2002-06-09,Group Stage,1,Group H,Normal Time,False,False,False,False,Japan,Russia,1,0,Win,False
626,2002,"South Korea, Japan",2002-06-09,Group Stage,1,Group H,Normal Time,False,False,False,False,Russia,Japan,0,1,Loss,False
627,2002,"South Korea, Japan",2002-06-10,Group Stage,1,Group H,Draw,False,False,False,False,Belgium,Tunisia,1,1,Draw,False
627,2002,"South Korea, Japan",2002-06-10,Group Stage,1,Group H,Draw,False,False,False,False,Tunisia,Belgium,1,1,Draw,False
628,2002,"South Korea, Japan",2002-06-14,Group Stage,1,Group H,Normal Time,False,False,False,False,Japan,Tunisia,2,0,Win,False
628,2002,"South Korea, Japan",2002-06-14,Group Stage,1,Group H,Normal Time,False,False,False,False,Tunisia,Japan,0,2,Loss,False
629,2002,"South Korea, Japan",2002-06-14,Group Stage,1,Group H,Normal Time,False,False,False,False,Belgium,Russia,3,2,Win,False
629,2002,"South Korea, Japan",2002-06-14,Group Stage,1,Group H,Normal Time,False,False,False,False,Russia,Belgium,2,3,Loss,False
630,2002,"South Korea, Japan",2002-06-15,Round of 16,3,,Normal Time,False,False,False,False,Germany,Paraguay,1,0,Win,False
630,2002,"South Korea, Japan",2002-06-15,Round of 16,3,,Normal Time,False,False,False,False,Paraguay,Germany,0,1,Loss,False
631,2002,"South Korea, Japan",2002-06-15,Round of 16,3,,Normal Time,False,False,False,False,Denmark,England,0,3,Loss,False
631,2002,"South Korea, Japan",2002-06-15,Round of 16,3,,Normal Time,False,False,False,False,England,Denmark,3,0,Win,False
632,2002,"South Korea, Japan",2002-06-16,Round of 16,3,,Extra Time,False,True,False,False,Senegal,Sweden,1,1,Win,False
632,2002,"South Korea, Japan",2002-06-16,Round of 16,3,,Extra Time,False,True,False,False,Sweden,Senegal,1,1,Loss,False
633,2002,"South Korea, Japan",2002-06-16,Round of 16,3,,Penalties,False,True,True,False,Ireland,Spain,1,1,Loss,False
633,2002,"South Korea, Japan",2002-06-16,Round of 16,3,,Penalties,False,True,True,False,Spain,Ireland,1,1,Win,False
634,2002,"South Korea, Japan",2002-06-17,Round of 16,3,,Normal Time,False,False,False,False,Mexico,United States,0,2,Loss,False
634,2002,"South Korea, Japan",2002-06-17,Round of 16,3,,Normal Time,False,False,False,False,United States,Mexico,2,0,Win,False
635,2002,"South Korea, Japan",2002-06-17,Round of 16,3,,Normal Time,False,False,False,False,Belgium,Brazil,0,2,Loss,False
635,2002,"South Korea, Japan",2002-06-17,Round of 16,3,,Normal Time,False,False,False,False,Brazil,Belgium,2,0,Win,False
636,2002,"South Korea, Japan",2002-06-18,Round of 16,3,,Normal Time,False,False,False,False,Japan,Turkey,0,1,Loss,False
636,2002,"South Korea, Japan",2002-06-18,Round of 16,3,,Normal Time,False,False,False,False,Turkey,Japan,1,0,Win,False
637,2002,"South Korea, Japan",2002-06-18,Round of 16,3,,Extra Time,False,True,False,False,Italy,South Korea,1,1,Loss,False
637,2002,"South Korea, Japan",2002-06-18,Round of 16,3,,Extra Time,False,True,False,False,South Korea,Italy,1,1,Win,False
638,2002,"South Korea, Japan",2002-06-21,Quarter-final,4,,Normal Time,False,False,False,False,Brazil,England,2,1,Win,False
638,2002,"South Korea, Japan",2002-06-21,Quarter-final,4,,Normal Time,False,False,False,False,England,Brazil,1,2,Loss,False
639,2002,"South Korea, Japan",2002-06-21,Quarter-final,4,,Normal Time,False,False,False,False,Germany,United States,1,0,Win,False
639,2002,"South Korea, Japan",2002-06-21,Quarter-final,4,,Normal Time,False,False,False,False,United States,Germany,0,1,Loss,False
640,2002,"South Korea, Japan",2002-06-22,Quarter-final,4,,Penalties,False,True,True,False,South Korea,Spain,0,0,Win,False
640,2002,"South Korea, Japan",2002-06-22,Quarter-final,4,,Penalties,False,True,True,False,Spain,South Korea,0,0,Loss,False
641,2002,"South Korea, Japan",2002-06-22,Quarter-final,4,,Extra Time,False,True,False,False,Senegal,Turkey,0,0,Loss,False
641,2002,"South Korea, Japan",2002-06-22,Quarter-final,4,,Extra Time,False,True,False,False,Turkey,Senegal,0,0,Win,False
642,2002,"South Korea, Japan",2002-06-25,Semi-final,5,,Normal Time,False,False,False,False,Germany,South Korea,1,0,Win,False
642,2002,"South Korea, Japan",2002-06-25,Semi-final,5,,Normal Time,False,False,False,False,South Korea,Germany,0,1,Loss,False
643,2002,"South Korea, Japan",2002-06-26,Semi-final,5,,Normal Time,False,False,False,False,Brazil,Turkey,1,0,Win,False
643,2002,"South Korea, Japan",2002-06-26,Semi-final,5,,Normal Time,False,False,False,False,Turkey,Brazil,0,1,Loss,False
644,2002,"South Korea, Japan",2002-06-29,Third Place Play-off,6,,Normal Time,False,False,False,False,South Korea,Turkey,2,3,Loss,False
644,2002,"South Korea, Japan",2002-06-29,Third Place Play-off,6,,Normal Time,False,False,False,False,Turkey,South Korea,3,2,Win,False
645,2002,"South Korea, Japan",2002-06-30,Final,7,,Normal Time,False,False,False,False,Brazil,Germany,2,0,Win,False
645,2002,"South Korea, Japan",2002-06-30,Final,7,,Normal Time,False,False,False,False,Germany,Brazil,0,2,Loss,False
646,2006,Germany,2006-06-09,Group Stage,1,Group A,Normal Time,False,False,False,True,Costa Rica,Germany,2,4,Loss,False
646,2006,Germany,2006-06-09,Group Stage,1,Group A,Normal Time,False,False,False,True,Germany,Costa Rica,4,2,Win,False
647,2006,Germany,2006-06-09,Group Stage,1,Group A,Normal Time,False,False,False,True,Ecuador,Poland,2,0,Win,False
647,2006,Germany,2006-06-09,Group Stage,1,Group A,Normal Time,False,False,False,True,Poland,Ecuador,0,2,Loss,False
648,2006,Germany,2006-06-14,Group Stage,1,Group A,Normal Time,False,False,False,True,Germany,Poland,1,0,Win,False
648,2006,Germany,2006-06-14,Group Stage,1,Group A,Normal Time,False,False,False,True,Poland,Germany,0,1,Loss,False
649,2006,Germany,2006-06-15,Group Stage,1,Group A,Normal Time,False,False,False,True,Costa Rica,Ecuador,0,3,Loss,False
649,2006,Germany,2006-06-15,Group Stage,1,Group A,Normal Time,False,False,False,True,Ecuador,Costa Rica,3,0,Win,False
650,2006,Germany,2006-06-20,Group Stage,1,Group A,Normal Time,False,False,False,True,Ecuador,Germany,0,3,Loss,False
650,2006,Germany,2006-06-20,Group Stage,1,Group A,Normal Time,False,False,False,True,Germany,Ecuador,3,0,Win,False
651,2006,Germany,2006-06-20,Group Stage,1,Group A,Normal Time,False,False,False,True,Costa Rica,Poland,1,2,Loss,False
651,2006,Germany,2006-06-20,Group Stage,1,Group A,Normal Time,False,False,False,True,Poland,Costa Rica,2,1,Win,False
652,2006,Germany,2006-06-10,Group Stage,1,Group B,Normal Time,False,False,False,True,England,Paraguay,1,0,Win,False
652,2006,Germany,2006-06-10,Group Stage,1,Group B,Normal Time,False,False,False,True,Paraguay,England,0,1,Loss,False
653,2006,Germany,2006-06-10,Group Stage,1,Group B,Draw,False,False,False,False,Sweden,Trinidad and Tobago,0,0,Draw,False
653,2006,Germany,2006-06-10,Group Stage,1,Group B,Draw,False,False,False,False,Trinidad and Tobago,Sweden,0,0,Draw,False
654,2006,Germany,2006-06-15,Group Stage,1,Group B,Normal Time,False,False,False,True,England,Trinidad and Tobago,2,0,Win,False
654,2006,Germany,2006-06-15,Group Stage,1,Group B,Normal Time,False,False,False,True,Trinidad and Tobago,England,0,2,Loss,False
655,2006,Germany,2006-06-15,Group Stage,1,Group B,Normal Time,False,False,False,True,Paraguay,Sweden,0,1,Loss,False
655,2006,Germany,2006-06-15,Group Stage,1,Group B,Normal Time,False,False,False,True,Sweden,Paraguay,1,0,Win,False
656,2006,Germany,2006-06-20,Group Stage,1,Group B,Draw,False,False,False,True,England,Sweden,2,2,Draw,False
656,2006,Germany,2006-06-20,Group Stage,1,Group B,Draw,False,False,False,True,Sweden,England,2,2,Draw,False
657,2006,Germany,2006-06-20,Group Stage,1,Group B,Normal Time,False,False,False,True,Paraguay,Trinidad and Tobago,2,0,Win,False
657,2006,Germany,2006-06-20,Group Stage,1,Group B,Normal Time,False,False,False,True,Trinidad and Tobago,Paraguay,0,2,Loss,False
658,2006,Germany,2006-06-10,Group Stage,1,Group C,Normal Time,False,False,False,True,Argentina,Côte d'Ivoire,2,1,Win,False
658,2006,Germany,2006-06-10,Group Stage,1,Group C,Normal Time,False,False,False,True,Côte d'Ivoire,Argentina,1,2,Loss,False
659,2006,Germany,2006-06-11,Group Stage,1,Group C,Normal Time,False,False,False,True,Netherlands,Serbia and Montenegro,1,0,Win,False
659,2006,Germany,2006-06-11,Group Stage,1,Group C,Normal Time,False,False,False,True,Serbia and Montenegro,Netherlands,0,1,Loss,True
660,2006,Germany,2006-06-16,Group Stage,1,Group C,Normal Time,False,False,False,True,Argentina,Serbia and Montenegro,6,0,Win,False
660,2006,Germany,2006-06-16,Group Stage,1,Group C,Normal Time,False,False,False,True,Serbia and Montenegro,Argentina,0,6,Loss,True
661,2006,Germany,2006-06-16,Group Stage,1,Group C,Normal Time,False,False,False,True,Côte d'Ivoire,Netherlands,1,2,Loss,False
661,2006,Germany,2006-06-16,Group Stage,1,Group C,Normal Time,False,False,False,True,Netherlands,Côte d'Ivoire,2,1,Win,False
662,2006,Germany,2006-06-21,Group Stage,1,Group C,Draw,False,False,False,False,Argentina,Netherlands,0,0,Draw,False
662,2006,Germany,2006-06-21,Group Stage,1,Group C,Draw,False,False,False,False,Netherlands,Argentina,0,0,Draw,False
663,2006,Germany,2006-06-21,Group Stage,1,Group C,Normal Time,False,False,False,True,Côte d'Ivoire,Serbia and Montenegro,3,2,Win,False
663,2006,Germany,2006-06-21,Group Stage,1,Group C,Normal Time,False,False,False,True,Serbia and Montenegro,Côte d'Ivoire,2,3,Loss,True
664,2006,Germany,2006-06-11,Group Stage,1,Group D,Normal Time,False,False,False,True,Iran,Mexico,1,3,Loss,False
664,2006,Germany,2006-06-11,Group Stage,1,Group D,Normal Time,False,False,False,True,Mexico,Iran,3,1,Win,False
665,2006,Germany,2006-06-11,Group Stage,1,Group D,Normal Time,False,False,False,True,Angola,Portugal,0,1,Loss,False
665,2006,Germany,2006-06-11,Group Stage,1,Group D,Normal Time,False,False,False,True,Portugal,Angola,1,0,Win,False
666,2006,Germany,2006-06-16,Group Stage,1,Group D,Draw,False,False,False,False,Angola,Mexico,0,0,Draw,False
666,2006,Germany,2006-06-16,Group Stage,1,Group D,Draw,False,False,False,False,Mexico,Angola,0,0,Draw,False
667,2006,Germany,2006-06-17,Group Stage,1,Group D,Normal Time,False,False,False,True,Iran,Portugal,0,2,Loss,False
667,2006,Germany,2006-06-17,Group Stage,1,Group D,Normal Time,False,False,False,True,Portugal,Iran,2,0,Win,False
