match_id,world_cup_year,host_country,date,stage,tournament_stage_order,group,result_method,is_walkover,went_to_extra_time,went_to_penalties,has_halftime_data,team,opponent,goals_for,goals_against,result,is_historical_entity
223,1970,Mexico,1970-06-07,Group Stage,1,Group 4,Normal Time,False,False,False,False,Bulgaria,West Germany,2,5,Loss,False
223,1970,Mexico,1970-06-07,Group Stage,1,Group 4,Normal Time,False,False,False,False,West Germany,Bulgaria,5,2,Win,True
224,1970,Mexico,1970-06-10,Group Stage,1,Group 4,Normal Time,False,False,False,False,Peru,West Germany,1,3,Loss,False
224,1970,Mexico,1970-06-10,Group Stage,1,Group 4,Normal Time,False,False,False,False,West Germany,Peru,3,1,Win,True
225,1970,Mexico,1970-06-11,Group Stage,1,Group 4,Draw,False,False,False,False,Bulgaria,Morocco,1,1,Draw,False
225,1970,Mexico,1970-06-11,Group Stage,1,Group 4,Draw,False,False,False,False,Morocco,Bulgaria,1,1,Draw,False
226,1970,Mexico,1970-06-14,Quarter-final,4,,Extra Time,False,True,False,False,Soviet Union,Uruguay,0,0,Loss,True
226,1970,Mexico,1970-06-14,Quarter-final,4,,Extra Time,False,True,False,False,Uruguay,Soviet Union,0,0,Win,False
227,1970,Mexico,1970-06-14,Quarter-final,4,,Normal Time,False,False,False,False,Italy,Mexico,4,1,Win,False
227,1970,Mexico,1970-06-14,Quarter-final,4,,Normal Time,False,False,False,False,Mexico,Italy,1,4,Loss,False
228,1970,Mexico,1970-06-14,Quarter-final,4,,Normal Time,False,False,False,False,Brazil,Peru,4,2,Win,False
228,1970,Mexico,1970-06-14,Quarter-final,4,,Normal Time,False,False,False,False,Peru,Brazil,2,4,Loss,False
229,1970,Mexico,1970-06-14,Quarter-final,4,,Extra Time,False,True,False,False,England,West Germany,2,2,Loss,False
229,1970,Mexico,1970-06-14,Quarter-final,4,,Extra Time,False,True,False,False,West Germany,England,2,2,Win,True
230,1970,Mexico,1970-06-17,Semi-final,5,,Normal Time,False,False,False,False,Brazil,Uruguay,3,1,Win,False
230,1970,Mexico,1970-06-17,Semi-final,5,,Normal Time,False,False,False,False,Uruguay,Brazil,1,3,Loss,False
231,1970,Mexico,1970-06-17,Semi-final,5,,Extra Time,False,True,False,False,Italy,West Germany,1,1,Win,False
231,1970,Mexico,1970-06-17,Semi-final,5,,Extra Time,False,True,False,False,West Germany,Italy,1,1,Loss,True
232,1970,Mexico,1970-06-20,Third Place Play-off,6,,Normal Time,False,False,False,False,Uruguay,West Germany,0,1,Loss,False
232,1970,Mexico,1970-06-20,Third Place Play-off,6,,Normal Time,False,False,False,False,West Germany,Uruguay,1,0,Win,True
233,1970,Mexico,1970-06-21,Final,7,,Normal Time,False,False,False,False,Brazil,Italy,4,1,Win,False
233,1970,Mexico,1970-06-21,Final,7,,Normal Time,False,False,False,False,Italy,Brazil,1,4,Loss,False
234,1974,West Germany,1974-06-14,Group Stage,1,Group 1,Normal Time,False,False,False,False,Chile,West Germany,0,1,Loss,False
234,1974,West Germany,1974-06-14,Group Stage,1,Group 1,Normal Time,False,False,False,False,West Germany,Chile,1,0,Win,True
235,1974,West Germany,1974-06-14,Group Stage,1,Group 1,Normal Time,False,False,False,False,Australia,East Germany,0,2,Loss,False
235,1974,West Germany,1974-06-14,Group Stage,1,Group 1,Normal Time,False,False,False,False,East Germany,Australia,2,0,Win,True
236,1974,West Germany,1974-06-18,Group Stage,1,Group 1,Draw,False,False,False,False,Chile,East Germany,1,1,Draw,False
236,1974,West Germany,1974-06-18,Group Stage,1,Group 1,Draw,False,False,False,False,East Germany,Chile,1,1,Draw,True
237,1974,West Germany,1974-06-18,Group Stage,1,Group 1,Normal Time,False,False,False,False,Australia,West Germany,0,3,Loss,False
237,1974,West Germany,1974-06-18,Group Stage,1,Group 1,Normal Time,False,False,False,False,West Germany,Australia,3,0,Win,True
238,1974,West Germany,1974-06-22,Group Stage,1,Group 1,Draw,False,False,False,False,Australia,Chile,0,0,Draw,False
238,1974,West Germany,1974-06-22,Group Stage,1,Group 1,Draw,False,False,False,False,Chile,Australia,0,0,Draw,False
239,1974,West Germany,1974-06-22,Group Stage,1,Group 1,Normal Time,False,False,False,False,East Germany,West Germany,1,0,Win,True
239,1974,West Germany,1974-06-22,Group Stage,1,Group 1,Normal Time,False,False,False,False,West Germany,East Germany,0,1,Loss,True
240,1974,West Germany,1974-06-13,Group Stage,1,Group 2,Draw,False,False,False,False,Brazil,Yugoslavia,0,0,Draw,False
240,1974,West Germany,1974-06-13,Group Stage,1,Group 2,Draw,False,False,False,False,Yugoslavia,Brazil,0,0,Draw,True
241,1974,West Germany,1974-06-14,Group Stage,1,Group 2,Normal Time,False,False,False,False,Scotland,Zaire,2,0,Win,False
241,1974,West Germany,1974-06-14,Group Stage,1,Group 2,Normal Time,False,False,False,False,Zaire,Scotland,0,2,Loss,False
242,1974,West Germany,1974-06-18,Group Stage,1,Group 2,Normal Time,False,False,False,False,Yugoslavia,Zaire,9,0,Win,True
242,1974,West Germany,1974-06-18,Group Stage,1,Group 2,Normal Time,False,False,False,False,Zaire,Yugoslavia,0,9,Loss,False
243,1974,West Germany,1974-06-18,Group Stage,1,Group 2,Draw,False,False,False,False,Brazil,Scotland,0,0,Draw,False
243,1974,West Germany,1974-06-18,Group Stage,1,Group 2,Draw,False,False,False,False,Scotland,Brazil,0,0,Draw,False
244,1974,West Germany,1974-06-22,Group Stage,1,Group 2,Draw,False,False,False,False,Scotland,Yugoslavia,1,1,Draw,False
244,1974,West Germany,1974-06-22,Group Stage,1,Group 2,Draw,False,False,False,False,Yugoslavia,Scotland,1,1,Draw,True
245,1974,West Germany,1974-06-22,Group Stage,1,Group 2,Normal Time,False,False,False,False,Brazil,Zaire,3,0,Win,False
245,1974,West Germany,1974-06-22,Group Stage,1,Group 2,Normal Time,False,False,False,False,Zaire,Brazil,0,3,Loss,False
246,1974,West Germany,1974-06-15,Group Stage,1,Group 3,Normal Time,False,False,False,False,Netherlands,Uruguay,2,0,Win,False
246,1974,West Germany,1974-06-15,Group Stage,1,Group 3,Normal Time,False,False,False,False,Uruguay,Netherlands,0,2,Loss,False
247,1974,West Germany,1974-06-15,Group Stage,1,Group 3,Draw,False,False,False,False,Bulgaria,Sweden,0,0,Draw,False
247,1974,West Germany,1974-06-15,Group Stage,1,Group 3,Draw,False,False,False,False,Sweden,Bulgaria,0,0,Draw,False
248,1974,West Germany,1974-06-19,Group Stage,1,Group 3,Draw,False,False,False,False,Netherlands,Sweden,0,0,Draw,False
248,1974,West Germany,1974-06-19,Group Stage,1,Group 3,Draw,False,False,False,False,Sweden,Netherlands,0,0,Draw,False
249,1974,West Germany,1974-06-19,Group Stage,1,Group 3,Draw,False,False,False,False,Bulgaria,Uruguay,1,1,Draw,False
249,1974,West Germany,1974-06-19,Group Stage,1,Group 3,Draw,False,False,False,False,Uruguay,Bulgaria,1,1,Draw,False
250,1974,West Germany,1974-06-23,Group Stage,1,Group 3,Normal Time,False,False,False,False,Bulgaria,Netherlands,1,4,Loss,False
250,1974,West Germany,1974-06-23,Group Stage,1,Group 3,Normal Time,False,False,False,False,Netherlands,Bulgaria,4,1,Win,False
251,1974,West Germany,1974-06-23,Group Stage,1,Group 3,Normal Time,False,False,False,False,Sweden,Uruguay,3,0,Win,False
251,1974,West Germany,1974-06-23,Group Stage,1,Group 3,Normal Time,False,False,False,False,Uruguay,Sweden,0,3,Loss,False
252,1974,West Germany,1974-06-15,Group Stage,1,Group 4,Normal Time,False,False,False,False,Haiti,Italy,1,3,Loss,False
252,1974,West Germany,1974-06-15,Group Stage,1,Group 4,Normal Time,False,False,False,False,Italy,Haiti,3,1,Win,False
253,1974,West Germany,1974-06-15,Group Stage,1,Group 4,Normal Time,False,False,False,False,Argentina,Poland,2,3,Loss,False
253,1974,West Germany,1974-06-15,Group Stage,1,Group 4,Normal Time,False,False,False,False,Poland,Argentina,3,2,Win,False
254,1974,West Germany,1974-06-19,Group Stage,1,Group 4,Normal Time,False,False,False,False,Haiti,Poland,0,7,Loss,False
254,1974,West Germany,1974-06-19,Group Stage,1,Group 4,Normal Time,False,False,False,False,Poland,Haiti,7,0,Win,False
255,1974,West Germany,1974-06-19,Group Stage,1,Group 4,Draw,False,False,False,False,Argentina,Italy,1,1,Draw,False
255,1974,West Germany,1974-06-19,Group Stage,1,Group 4,Draw,False,False,False,False,Italy,Argentina,1,1,Draw,False
256,1974,West Germany,1974-06-23,Group Stage,1,Group 4,Normal Time,False,False,False,False,Argentina,Haiti,4,1,Win,False
256,1974,West Germany,1974-06-23,Group Stage,1,Group 4,Normal Time,False,False,False,False,Haiti,Argentina,1,4,Loss,False
257,1974,West Germany,1974-06-23,Group Stage,1,Group 4,Normal Time,False,False,False,False,Italy,Poland,1,2,Loss,False
257,1974,West Germany,1974-06-23,Group Stage,1,Group 4,Normal Time,False,False,False,False,Poland,Italy,2,1,Win,False
258,1974,West Germany,1974-06-26,Group Stage,1,Group A,Normal Time,False,False,False,False,Brazil,East Germany,1,0,Win,False
258,1974,West Germany,1974-06-26,Group Stage,1,Group A,Normal Time,False,False,False,False,East Germany,Brazil,0,1,Loss,True
259,1974,West Germany,1974-06-26,Group Stage,1,Group A,Normal Time,False,False,False,False,Argentina,Netherlands,0,4,Loss,False
259,1974,West Germany,1974-06-26,Group Stage,1,Group A,Normal Time,False,False,False,False,Netherlands,Argentina,4,0,Win,False
260,1974,West Germany,1974-06-30,Group Stage,1,Group A,Normal Time,False,False,False,False,East Germany,Netherlands,0,2,Loss,True
260,1974,West Germany,1974-06-30,Group Stage,1,Group A,Normal Time,False,False,False,False,Netherlands,East Germany,2,0,Win,False
261,1974,West Germany,1974-06-30,Group Stage,1,Group A,Normal Time,False,False,False,False,Argentina,Brazil,1,2,Loss,False
261,1974,West Germany,1974-06-30,Group Stage,1,Group A,Normal Time,False,False,False,False,Brazil,Argentina,2,1,Win,False
262,1974,West Germany,1974-07-03,Group Stage,1,Group A,Draw,False,False,False,False,Argentina,East Germany,1,1,Draw,False
262,1974,West Germany,1974-07-03,Group Stage,1,Group A,Draw,False,False,False,False,East Germany,Argentina,1,1,Draw,True
263,1974,West Germany,1974-07-03,Group Stage,1,Group A,Normal Time,False,False,False,False,Brazil,Netherlands,0,2,Loss,False
263,1974,West Germany,1974-07-03,Group Stage,1,Group A,Normal Time,False,False,False,False,Netherlands,Brazil,2,0,Win,False
264,1974,West Germany,1974-06-26,Group Stage,1,Group B,Normal Time,False,False,False,False,West Germany,Yugoslavia,2,0,Win,True
264,1974,West Germany,1974-06-26,Group Stage,1,Group B,Normal Time,False,False,False,False,Yugoslavia,West Germany,0,2,Loss,True
265,1974,West Germany,1974-06-26,Group Stage,1,Group B,Normal Time,False,False,False,False,Poland,Sweden,1,0,Win,False
265,1974,West Germany,1974-06-26,Group Stage,1,Group B,Normal Time,False,False,False,False,Sweden,Poland,0,1,Loss,False
266,1974,West Germany,1974-06-30,Group Stage,1,Group B,Normal Time,False,False,False,False,Sweden,West Germany,2,4,Loss,False
266,1974,West Germany,1974-06-30,Group Stage,1,Group B,Normal Time,False,False,False,False,West Germany,Sweden,4,2,Win,True
267,1974,West Germany,1974-06-30,Group Stage,1,Group B,Normal Time,False,False,False,False,Poland,Yugoslavia,2,1,Win,False
267,1974,West Germany,1974-06-30,Group Stage,1,Group B,Normal Time,False,False,False,False,Yugoslavia,Poland,1,2,Loss,True
268,1974,West Germany,1974-07-03,Group Stage,1,Group B,Normal Time,False,False,False,False,Poland,West Germany,0,1,Loss,False
268,1974,West Germany,1974-07-03,Group Stage,1,Group B,Normal Time,False,False,False,False,West Germany,Poland,1,0,Win,True
269,1974,West Germany,1974-07-03,Group Stage,1,Group B,Normal Time,False,False,False,False,Sweden,Yugoslavia,2,1,Win,False
269,1974,West Germany,1974-07-03,Group Stage,1,Group B,Normal Time,False,False,False,False,Yugoslavia,Sweden,1,2,Loss,True
270,1974,West Germany,1974-07-06,Third Place Play-off,6,,Normal Time,False,False,False,False,Brazil,Poland,0,1,Loss,False
270,1974,West Germany,1974-07-06,Third Place Play-off,6,,Normal Time,False,False,False,False,Poland,Brazil,1,0,Win,False
271,1974,West Germany,1974-07-07,Final,7,,Normal Time,False,False,False,False,Netherlands,West Germany,1,2,Loss,False
271,1974,West Germany,1974-07-07,Final,7,,Normal Time,False,False,False,False,West Germany,Netherlands,2,1,Win,True
272,1978,Argentina,1978-06-02,Group Stage,1,Group 1,Normal Time,False,False,False,False,Argentina,Hungary,2,1,Win,False
272,1978,Argentina,1978-06-02,Group Stage,1,Group 1,Normal Time,False,False,False,False,Hungary,Argentina,1,2,Loss,False
273,1978,Argentina,1978-06-02,Group Stage,1,Group 1,Normal Time,False,False,False,False,France,Italy,1,2,Loss,False
273,1978,Argentina,1978-06-02,Group Stage,1,Group 1,Normal Time,False,False,False,False,Italy,France,2,1,Win,False
274,1978,Argentina,1978-06-06,Group Stage,1,Group 1,Normal Time,False,False,False,False,Argentina,France,2,1,Win,False
274,1978,Argentina,1978-06-06,Group Stage,1,Group 1,Normal Time,False,False,False,False,France,Argentina,1,2,Loss,False
275,1978,Argentina,1978-06-06,Group Stage,1,Group 1,Normal Time,False,False,False,False,Hungary,Italy,1,3,Loss,False
275,1978,Argentina,1978-06-06,Group Stage,1,Group 1,Normal Time,False,False,False,False,Italy,Hungary,3,1,Win,False
276,1978,Argentina,1978-06-10,Group Stage,1,Group 1,Normal Time,False,False,False,False,Argentina,Italy,0,1,Loss,False
276,1978,Argentina,1978-06-10,Group Stage,1,Group 1,Normal Time,False,False,False,False,Italy,Argentina,1,0,Win,False
277,1978,Argentina,1978-06-10,Group Stage,1,Group 1,Normal Time,False,False,False,False,France,Hungary,3,1,Win,False
277,1978,Argentina,1978-06-10,Group Stage,1,Group 1,Normal Time,False,False,False,False,Hungary,France,1,3,Loss,False
278,1978,Argentina,1978-06-01,Group Stage,1,Group 2,Draw,False,False,False,False,Poland,West Germany,0,0,Draw,False
278,1978,Argentina,1978-06-01,Group Stage,1,Group 2,Draw,False,False,False,False,West Germany,Poland,0,0,Draw,True
279,1978,Argentina,1978-06-02,Group Stage,1,Group 2,Normal Time,False,False,False,False,Mexico,Tunisia,1,3,Loss,False
279,1978,Argentina,1978-06-02,Group Stage,1,Group 2,Normal Time,False,False,False,False,Tunisia,Mexico,3,1,Win,False
280,1978,Argentina,1978-06-06,Group Stage,1,Group 2,Normal Time,False,False,False,False,Poland,Tunisia,1,0,Win,False
280,1978,Argentina,1978-06-06,Group Stage,1,Group 2,Normal Time,False,False,False,False,Tunisia,Poland,0,1,Loss,False
281,1978,Argentina,1978-06-06,Group Stage,1,Group 2,Normal Time,False,False,False,False,Mexico,West Germany,0,6,Loss,False
281,1978,Argentina,1978-06-06,Group Stage,1,Group 2,Normal Time,False,False,False,False,West Germany,Mexico,6,0,Win,True
282,1978,Argentina,1978-06-10,Group Stage,1,Group 2,Normal Time,False,False,False,False,Mexico,Poland,1,3,Loss,False
282,1978,Argentina,1978-06-10,Group Stage,1,Group 2,Normal Time,False,False,False,False,Poland,Mexico,3,1,Win,False
283,1978,Argentina,1978-06-10,Group Stage,1,Group 2,Draw,False,False,False,False,Tunisia,West Germany,0,0,Draw,False
283,1978,Argentina,1978-06-10,Group Stage,1,Group 2,Draw,False,False,False,False,West Germany,Tunisia,0,0,Draw,True
284,1978,Argentina,1978-06-03,Group Stage,1,Group 3,Normal Time,False,False,False,False,Austria,Spain,2,1,Win,False
284,1978,Argentina,1978-06-03,Group Stage,1,Group 3,Normal Time,False,False,False,False,Spain,Austria,1,2,Loss,False
285,1978,Argentina,1978-06-03,Group Stage,1,Group 3,Draw,False,False,False,False,Brazil,Sweden,1,1,Draw,False
285,1978,Argentina,1978-06-03,Group Stage,1,Group 3,Draw,False,False,False,False,Sweden,Brazil,1,1,Draw,False
286,1978,Argentina,1978-06-07,Group Stage,1,Group 3,Normal Time,False,False,False,False,Austria,Sweden,1,0,Win,False
286,1978,Argentina,1978-06-07,Group Stage,1,Group 3,Normal Time,False,False,False,False,Sweden,Austria,0,1,Loss,False
287,1978,Argentina,1978-06-07,Group Stage,1,Group 3,Draw,False,False,False,False,Brazil,Spain,0,0,Draw,False
287,1978,Argentina,1978-06-07,Group Stage,1,Group 3,Draw,False,False,False,False,Spain,Brazil,0,0,Draw,False
288,1978,Argentina,1978-06-11,Group Stage,1,Group 3,Normal Time,False,False,False,False,Spain,Sweden,1,0,Win,False
288,1978,Argentina,1978-06-11,Group Stage,1,Group 3,Normal Time,False,False,False,False,Sweden,Spain,0,1,Loss,False
289,1978,Argentina,1978-06-11,Group Stage,1,Group 3,Normal Time,False,False,False,False,Austria,Brazil,0,1,Loss,False
289,1978,Argentina,1978-06-11,Group Stage,1,Group 3,Normal Time,False,False,False,False,Brazil,Austria,1,0,Win,False
290,1978,Argentina,1978-06-03,Group Stage,1,Group 4,Normal Time,False,False,False,False,Peru,Scotland,3,1,Win,False
290,1978,Argentina,1978-06-03,Group Stage,1,Group 4,Normal Time,False,False,False,False,Scotland,Peru,1,3,Loss,False
291,1978,Argentina,1978-06-03,Group Stage,1,Group 4,Normal Time,False,False,False,False,Iran,Netherlands,0,3,Loss,False
291,1978,Argentina,1978-06-03,Group Stage,1,Group 4,Normal Time,False,False,False,False,Netherlands,Iran,3,0,Win,False
292,1978,Argentina,1978-06-07,Group Stage,1,Group 4,Draw,False,False,False,False,Iran,Scotland,1,1,Draw,False
292,1978,Argentina,1978-06-07,Group Stage,1,Group 4,Draw,False,False,False,False,Scotland,Iran,1,1,Draw,False
293,1978,Argentina,1978-06-07,Group Stage,1,Group 4,Draw,False,False,False,False,Netherlands,Peru,0,0,Draw,False
293,1978,Argentina,1978-06-07,Group Stage,1,Group 4,Draw,False,False,False,False,Peru,Netherlands,0,0,Draw,False
294,1978,Argentina,1978-06-11,Group Stage,1,Group 4,Normal Time,False,False,False,False,Iran,Peru,1,4,Loss,False
294,1978,Argentina,1978-06-11,Group Stage,1,Group 4,Normal Time,False,False,False,False,Peru,Iran,4,1,Win,False
295,1978,Argentina,1978-06-11,Group Stage,1,Group 4,Normal Time,False,False,False,False,Netherlands,Scotland,2,3,Loss,False
295,1978,Argentina,1978-06-11,Group Stage,1,Group 4,Normal Time,False,False,False,False,Scotland,Netherlands,3,2,Win,False
296,1978,Argentina,1978-06-14,Group Stage,1,Group A,Draw,False,False,False,False,Italy,West Germany,0,0,Draw,False
296,1978,Argentina,1978-06-14,Group Stage,1,Group A,Draw,False,False,False,False,West Germany,Italy,0,0,Draw,True
297,1978,Argentina,1978-06-14,Group Stage,1,Group A,Normal Time,False,False,False,False,Austria,Netherlands,1,5,Loss,False
297,1978,Argentina,1978-06-14,Group Stage,1,Group A,Normal Time,False,False,False,False,Netherlands,Austria,5,1,Win,False
298,1978,Argentina,1978-06-18,Group Stage,1,Group A,Normal Time,False,False,False,False,Austria,Italy,0,1,Loss,False
298,1978,Argentina,1978-06-18,Group Stage,1,Group A,Normal Time,False,False,False,False,Italy,Austria,1,0,Win,False
299,1978,Argentina,1978-06-18,Group Stage,1,Group A,Draw,False,False,False,False,Netherlands,West Germany,2,2,Draw,False
299,1978,Argentina,1978-06-18,Group Stage,1,Group A,Draw,False,False,False,False,West Germany,Netherlands,2,2,Draw,True
300,1978,Argentina,1978-06-21,Group Stage,1,Group A,Normal Time,False,False,False,False,Italy,Netherlands,1,2,Loss,False
300,1978,Argentina,1978-06-21,Group Stage,1,Group A,Normal Time,False,False,False,False,Netherlands,Italy,2,1,Win,False
301,1978,Argentina,1978-06-21,Group Stage,1,Group A,Normal Time,False,False,False,False,Austria,West Germany,3,2,Win,False
301,1978,Argentina,1978-06-21,Group Stage,1,Group A,Normal Time,False,False,False,False,West Germany,Austria,2,3,Loss,True
302,1978,Argentina,1978-06-14,Group Stage,1,Group B,Normal Time,False,False,False,False,Argentina,Poland,2,0,Win,False
302,1978,Argentina,1978-06-14,Group Stage,1,Group B,Normal Time,False,False,False,False,Poland,Argentina,0,2,Loss,False
303,1978,Argentina,1978-06-14,Group Stage,1,Group B,Normal Time,False,False,False,False,Brazil,Peru,3,0,Win,False
303,1978,Argentina,1978-06-14,Group Stage,1,Group B,Normal Time,False,False,False,False,Peru,Brazil,0,3,Loss,False
304,1978,Argentina,1978-06-18,Group Stage,1,Group B,Draw,False,False,False,False,Argentina,Brazil,0,0,Draw,False
304,1978,Argentina,1978-06-18,Group Stage,1,Group B,Draw,False,False,False,False,Brazil,Argentina,0,0,Draw,False
305,1978,Argentina,1978-06-18,Group Stage,1,Group B,Normal Time,False,False,False,False,Peru,Poland,0,1,Loss,False
305,1978,Argentina,1978-06-18,Group Stage,1,Group B,Normal Time,False,False,False,False,Poland,Peru,1,0,Win,False
306,1978,Argentina,1978-06-21,Group Stage,1,Group B,Normal Time,False,False,False,False,Argentina,Peru,6,0,Win,False
306,1978,Argentina,1978-06-21,Group Stage,1,Group B,Normal Time,False,False,False,False,Peru,Argentina,0,6,Loss,False
307,1978,Argentina,1978-06-21,Group Stage,1,Group B,Normal Time,False,False,False,False,Brazil,Poland,3,1,Win,False
307,1978,Argentina,1978-06-21,Group Stage,1,Group B,Normal Time,False,False,False,False,Poland,Brazil,1,3,Loss,False
308,1978,Argentina,1978-06-24,Third Place Play-off,6,,Normal Time,False,False,False,False,Brazil,Italy,2,1,Win,False
308,1978,Argentina,1978-06-24,Third Place Play-off,6,,Normal Time,False,False,False,False,Italy,Brazil,1,2,Loss,False
309,1978,Argentina,1978-06-25,Final,7,,Extra Time,False,True,False,False,Argentina,Netherlands,1,1,Win,False
309,1978,Argentina,1978-06-25,Final,7,,Extra Time,False,True,False,False,Netherlands,Argentina,1,1,Loss,False
310,1982,Spain,1982-06-14,Group Stage,1,Group 1,Draw,False,False,False,False,Italy,Poland,0,0,Draw,False
310,1982,Spain,1982-06-14,Group Stage,1,Group 1,Draw,False,False,False,False,Poland,Italy,0,0,Draw,False
311,1982,Spain,1982-06-15,Group Stage,1,Group 1,Draw,False,False,False,False,Cameroon,Peru,0,0,Draw,False
311,1982,Spain,1982-06-15,Group Stage,1,Group 1,Draw,False,False,False,False,Peru,Cameroon,0,0,Draw,False
312,1982,Spain,1982-06-18,Group Stage,1,Group 1,Draw,False,False,False,False,Italy,Peru,1,1,Draw,False
312,1982,Spain,1982-06-18,Group Stage,1,Group 1,Draw,False,False,False,False,Peru,Italy,1,1,Draw,False
313,1982,Spain,1982-06-19,Group Stage,1,Group 1,Draw,False,False,False,False,Cameroon,Poland,0,0,Draw,False
313,1982,Spain,1982-06-19,Group Stage,1,Group 1,Draw,False,False,False,False,Poland,Cameroon,0,0,Draw,False
314,1982,Spain,1982-06-22,Group Stage,1,Group 1,Normal Time,False,False,False,False,Peru,Poland,1,5,Loss,False
314,1982,Spain,1982-06-22,Group Stage,1,Group 1,Normal Time,False,False,False,False,Poland,Peru,5,1,Win,False
315,1982,Spain,1982-06-23,Group Stage,1,Group 1,Draw,False,False,False,False,Cameroon,Italy,1,1,Draw,False
315,1982,Spain,1982-06-23,Group Stage,1,Group 1,Draw,False,False,False,False,Italy,Cameroon,1,1,Draw,False
316,1982,Spain,1982-06-16,Group Stage,1,Group 2,Normal Time,False,False,False,False,Algeria,West Germany,2,1,Win,False
316,1982,Spain,1982-06-16,Group Stage,1,Group 2,Normal Time,False,False,False,False,West Germany,Algeria,1,2,Loss,True
317,1982,Spain,1982-06-17,Group Stage,1,Group 2,Normal Time,False,False,False,False,Austria,Chile,1,0,Win,False
317,1982,Spain,1982-06-17,Group Stage,1,Group 2,Normal Time,False,False,False,False,Chile,Austria,0,1,Loss,False
318,1982,Spain,1982-06-20,Group Stage,1,Group 2,Normal Time,False,False,False,False,Chile,West Germany,1,4,Loss,False
318,1982,Spain,1982-06-20,Group Stage,1,Group 2,Normal Time,False,False,False,False,West Germany,Chile,4,1,Win,True
319,1982,Spain,1982-06-21,Group Stage,1,Group 2,Normal Time,False,False,False,False,Algeria,Austria,0,2,Loss,False
319,1982,Spain,1982-06-21,Group Stage,1,Group 2,Normal Time,False,False,False,False,Austria,Algeria,2,0,Win,False
320,1982,Spain,1982-06-24,Group Stage,1,Group 2,Normal Time,False,False,False,False,Algeria,Chile,3,2,Win,False
320,1982,Spain,1982-06-24,Group Stage,1,Group 2,Normal Time,False,False,False,False,Chile,Algeria,2,3,Loss,False
321,1982,Spain,1982-06-25,Group Stage,1,Group 2,Normal Time,False,False,False,False,Austria,West Germany,0,1,Loss,False
321,1982,Spain,1982-06-25,Group Stage,1,Group 2,Normal Time,False,False,False,False,West Germany,Austria,1,0,Win,True
322,1982,Spain,1982-06-13,Group Stage,1,Group 3,Normal Time,False,False,False,False,Argentina,Belgium,0,1,Loss,False
322,1982,Spain,1982-06-13,Group Stage,1,Group 3,Normal Time,False,False,False,False,Belgium,Argentina,1,0,Win,False
323,1982,Spain,1982-06-15,Group Stage,1,Group 3,Normal Time,False,False,False,False,El Salvador,Hungary,1,10,Loss,False
323,1982,Spain,1982-06-15,Group Stage,1,Group 3,Normal Time,False,False,False,False,Hungary,El Salvador,10,1,Win,False
324,1982,Spain,1982-06-18,Group Stage,1,Group 3,Normal Time,False,False,False,False,Argentina,Hungary,4,1,Win,False
324,1982,Spain,1982-06-18,Group Stage,1,Group 3,Normal Time,False,False,False,False,Hungary,Argentina,1,4,Loss,False
325,1982,Spain,1982-06-19,Group Stage,1,Group 3,Normal Time,False,False,False,False,Belgium,El Salvador,1,0,Win,False
325,1982,Spain,1982-06-19,Group Stage,1,Group 3,Normal Time,False,False,False,False,El Salvador,Belgium,0,1,Loss,False
326,1982,Spain,1982-06-22,Group Stage,1,Group 3,Draw,False,False,False,False,Belgium,Hungary,1,1,Draw,False
326,1982,Spain,1982-06-22,Group Stage,1,Group 3,Draw,False,False,False,False,Hungary,Belgium,1,1,Draw,False
327,1982,Spain,1982-06-23,Group Stage,1,Group 3,Normal Time,False,False,False,False,Argentina,El Salvador,2,0,Win,False
327,1982,Spain,1982-06-23,Group Stage,1,Group 3,Normal Time,False,False,False,False,El Salvador,Argentina,0,2,Loss,False
328,1982,Spain,1982-06-16,Group Stage,1,Group 4,Normal Time,False,False,False,False,England,France,3,1,Win,False
328,1982,Spain,1982-06-16,Group Stage,1,Group 4,Normal Time,False,False,False,False,France,England,1,3,Loss,False
329,1982,Spain,1982-06-17,Group Stage,1,Group 4,Draw,False,False,False,False,Czechoslovakia,Kuwait,1,1,Draw,True
329,1982,Spain,1982-06-17,Group Stage,1,Group 4,Draw,False,False,False,False,Kuwait,Czechoslovakia,1,1,Draw,False
330,1982,Spain,1982-06-20,Group Stage,1,Group 4,Normal Time,False,False,False,False,Czechoslovakia,England,0,2,Loss,True
330,1982,Spain,1982-06-20,Group Stage,1,Group 4,Normal Time,False,False,False,False,England,Czechoslovakia,2,0,Win,False
331,1982,Spain,1982-06-21,Group Stage,1,Group 4,Normal Time,False,False,False,False,France,Kuwait,4,1,Win,False
331,1982,Spain,1982-06-21,Group Stage,1,Group 4,Normal Time,False,False,False,False,Kuwait,France,1,4,Loss,False
332,1982,Spain,1982-06-24,Group Stage,1,Group 4,Draw,False,False,False,False,Czechoslovakia,France,1,1,Draw,True
332,1982,Spain,1982-06-24,Group Stage,1,Group 4,Draw,False,False,False,False,France,Czechoslovakia,1,1,Draw,False
333,1982,Spain,1982-06-25,Group Stage,1,Group 4,Normal Time,False,False,False,False,England,Kuwait,1,0,Win,False
333,1982,Spain,1982-06-25,Group Stage,1,Group 4,Normal Time,False,False,False,False,Kuwait,England,0,1,Loss,False
334,1982,Spain,1982-06-16,Group Stage,1,Group 5,Draw,False,False,False,False,Honduras,Spain,1,1,Draw,False
334,1982,Spain,1982-06-16,Group Stage,1,Group 5,Draw,False,False,False,False,Spain,Honduras,1,1,Draw,False
